id,osm_id,nombre,latitud,longitud,tipo
INTER_785868440,785868440,Intersección 785868440,-17.3848007,-66.2608229,interseccion
INTER_785868445,785868445,Intersección 785868445,-17.3940944,-66.2661688,interseccion
INTER_785868457,785868457,Intersección 785868457,-17.3668499,-66.2610955,interseccion
INTER_785868464,785868464,Intersección 785868464,-17.3958278,-66.2647348,interseccion
INTER_785868466,785868466,Intersección 785868466,-17.3808459,-66.2560273,interseccion
INTER_785868468,785868468,Intersección 785868468,-17.3776737,-66.2598432,interseccion
INTER_785868471,785868471,Intersección 785868471,-17.3660363,-66.2784481,interseccion
INTER_785868478,785868478,Intersección 785868478,-17.3827889,-66.2539921,interseccion
INTER_785868481,785868481,Intersección 785868481,-17.3597927,-66.2356924,interseccion
INTER_785868483,785868483,Intersección 785868483,-17.3937631,-66.2682713,interseccion
INTER_785868488,785868488,Intersección 785868488,-17.3951341,-66.2665216,interseccion
INTER_785868490,785868490,Intersección 785868490,-17.3823466,-66.2617831,interseccion
INTER_785868497,785868497,Intersección 785868497,-17.3803473,-66.2566409,interseccion
INTER_785868502,785868502,Intersección 785868502,-17.3805086,-66.254664,interseccion
INTER_785868508,785868508,Intersección 785868508,-17.3925368,-66.2649633,interseccion
INTER_785868510,785868510,Intersección 785868510,-17.3563833,-66.2636005,interseccion
INTER_785868514,785868514,Intersección 785868514,-17.3662767,-66.2585516,interseccion
INTER_785868517,785868517,Intersección 785868517,-17.392239,-66.2620077,interseccion
INTER_785868527,785868527,Intersección 785868527,-17.3888456,-66.259419,interseccion
INTER_785868529,785868529,Intersección 785868529,-17.3735729,-66.2510692,interseccion
INTER_785868539,785868539,Intersección 785868539,-17.3785315,-66.2561728,interseccion
INTER_785868542,785868542,Intersección 785868542,-17.3927856,-66.2663099,interseccion
INTER_785868550,785868550,Intersección 785868550,-17.3839868,-66.2579009,interseccion
INTER_785868551,785868551,Intersección 785868551,-17.3819197,-66.260868,interseccion
INTER_785868557,785868557,Intersección 785868557,-17.3828686,-66.261815,interseccion
INTER_785868561,785868561,Intersección 785868561,-17.3867991,-66.2607118,interseccion
INTER_785868564,785868564,Intersección 785868564,-17.3971539,-66.2685596,interseccion
INTER_785868569,785868569,Intersección 785868569,-17.3860723,-66.2571583,interseccion
INTER_785868583,785868583,Intersección 785868583,-17.3706738,-66.2604736,interseccion
INTER_785868593,785868593,Intersección 785868593,-17.3803953,-66.2597391,interseccion
INTER_785868603,785868603,Intersección 785868603,-17.3877993,-66.2572283,interseccion
INTER_785868606,785868606,Intersección 785868606,-17.3785922,-66.2573703,interseccion
INTER_785868609,785868609,Intersección 785868609,-17.3857827,-66.2612921,interseccion
INTER_785868616,785868616,Intersección 785868616,-17.3969408,-66.2648306,interseccion
INTER_785868631,785868631,Intersección 785868631,-17.3932627,-66.2597121,interseccion
INTER_785868635,785868635,Intersección 785868635,-17.3839271,-66.2584607,interseccion
INTER_785868663,785868663,Intersección 785868663,-17.3841319,-66.2565332,interseccion
INTER_785868671,785868671,Intersección 785868671,-17.3818825,-66.2612006,interseccion
INTER_785868674,785868674,Intersección 785868674,-17.3781954,-66.2597821,interseccion
INTER_785868677,785868677,Intersección 785868677,-17.3858406,-66.2592589,interseccion
INTER_785868687,785868687,Intersección 785868687,-17.3824579,-66.2570775,interseccion
INTER_785868693,785868693,Intersección 785868693,-17.3810874,-66.260792,interseccion
INTER_785868697,785868697,Intersección 785868697,-17.3866523,-66.2571818,interseccion
INTER_785868702,785868702,Intersección 785868702,-17.3963684,-66.2647815,interseccion
INTER_785868705,785868705,Intersección 785868705,-17.3818808,-66.2551291,interseccion
INTER_785868712,785868712,Intersección 785868712,-17.4137105,-66.2687403,interseccion
INTER_785868716,785868716,Intersección 785868716,-17.3874914,-66.2514615,interseccion
INTER_785868717,785868717,Intersección 785868717,-17.3796111,-66.2588722,interseccion
INTER_785868721,785868721,Intersección 785868721,-17.3860573,-66.263952,interseccion
INTER_785868727,785868727,Intersección 785868727,-17.3883737,-66.2572517,interseccion
INTER_785868747,785868747,Intersección 785868747,-17.383723,-66.2610638,interseccion
INTER_785868751,785868751,Intersección 785868751,-17.3602805,-66.2523954,interseccion
INTER_785868753,785868753,Intersección 785868753,-17.3730063,-66.2602584,interseccion
INTER_785868760,785868760,Intersección 785868760,-17.397542,-66.2659722,interseccion
INTER_785868772,785868772,Intersección 785868772,-17.3788447,-66.2607318,interseccion
INTER_785868783,785868783,Intersección 785868783,-17.3966192,-66.268544,interseccion
INTER_785868785,785868785,Intersección 785868785,-17.372731,-66.2555291,interseccion
INTER_785868790,785868790,Intersección 785868790,-17.3816239,-66.2631169,interseccion
INTER_785868797,785868797,Intersección 785868797,-17.3843842,-66.2597564,interseccion
INTER_785868799,785868799,Intersección 785868799,-17.3555083,-66.2601385,interseccion
INTER_785868804,785868804,Intersección 785868804,-17.3838664,-66.2590828,interseccion
INTER_785868811,785868811,Intersección 785868811,-17.3729303,-66.2544187,interseccion
INTER_785868817,785868817,Intersección 785868817,-17.3655744,-66.2781043,interseccion
INTER_785868821,785868821,Intersección 785868821,-17.3926561,-66.2649819,interseccion
INTER_785868828,785868828,Intersección 785868828,-17.3787034,-66.2588794,interseccion
INTER_785868840,785868840,Intersección 785868840,-17.3822639,-66.2631163,interseccion
INTER_785868858,785868858,Intersección 785868858,-17.3848423,-66.2565964,interseccion
INTER_785868862,785868862,Intersección 785868862,-17.380945,-66.264767,interseccion
INTER_785868864,785868864,Intersección 785868864,-17.3835619,-66.2565017,interseccion
INTER_785868871,785868871,Intersección 785868871,-17.3827766,-66.2637632,interseccion
INTER_785868877,785868877,Intersección 785868877,-17.3817427,-66.2622025,interseccion
INTER_785868881,785868881,Intersección 785868881,-17.3859326,-66.2566831,interseccion
INTER_785868887,785868887,Intersección 785868887,-17.3546509,-66.271068,interseccion
INTER_785868890,785868890,Intersección 785868890,-17.3728633,-66.2626946,interseccion
INTER_785868908,785868908,Intersección 785868908,-17.354769,-66.2680342,interseccion
INTER_785868913,785868913,Intersección 785868913,-17.3782241,-66.2517512,interseccion
INTER_785868915,785868915,Intersección 785868915,-17.3941437,-66.2655591,interseccion
INTER_785868927,785868927,Intersección 785868927,-17.3796235,-66.2542585,interseccion
INTER_785868933,785868933,Intersección 785868933,-17.3845903,-66.2574026,interseccion
INTER_785868939,785868939,Intersección 785868939,-17.3750837,-66.2520606,interseccion
INTER_785868943,785868943,Intersección 785868943,-17.3982744,-66.2627357,interseccion
INTER_785868952,785868952,Intersección 785868952,-17.3857305,-66.2599902,interseccion
INTER_785868956,785868956,Intersección 785868956,-17.3611445,-66.2642739,interseccion
INTER_785868961,785868961,Intersección 785868961,-17.3812104,-66.2565768,interseccion
INTER_785868967,785868967,Intersección 785868967,-17.3952137,-66.2656892,interseccion
INTER_785868977,785868977,Intersección 785868977,-17.379602,-66.2597311,interseccion
INTER_785868989,785868989,Intersección 785868989,-17.3821903,-66.2640625,interseccion
INTER_785868993,785868993,Intersección 785868993,-17.3728784,-66.2672676,interseccion
INTER_785868996,785868996,Intersección 785868996,-17.3820875,-66.2595101,interseccion
INTER_785869002,785869002,Intersección 785869002,-17.4036926,-66.265784,interseccion
INTER_785869013,785869013,Intersección 785869013,-17.3740862,-66.2547861,interseccion
INTER_785869016,785869016,Intersección 785869016,-17.3815126,-66.2639966,interseccion
INTER_785869036,785869036,Intersección 785869036,-17.3821654,-66.258939,interseccion
INTER_785869039,785869039,Intersección 785869039,-17.3855322,-66.2580622,interseccion
INTER_785869052,785869052,Intersección 785869052,-17.3609087,-66.2543562,interseccion
INTER_785869057,785869057,Intersección 785869057,-17.3856282,-66.2606272,interseccion
INTER_785869061,785869061,Intersección 785869061,-17.3566482,-66.2591488,interseccion
INTER_785869064,785869064,Intersección 785869064,-17.3682221,-66.2631498,interseccion
INTER_785869068,785869068,Intersección 785869068,-17.3671094,-66.2632774,interseccion
INTER_785869074,785869074,Intersección 785869074,-17.3600154,-66.2739611,interseccion
INTER_785869075,785869075,Intersección 785869075,-17.3777389,-66.262272,interseccion
INTER_785869079,785869079,Intersección 785869079,-17.3787723,-66.2597538,interseccion
INTER_785869083,785869083,Intersección 785869083,-17.3810218,-66.2541449,interseccion
INTER_785869089,785869089,Intersección 785869089,-17.3798292,-66.2616304,interseccion
INTER_785869128,785869128,Intersección 785869128,-17.3636275,-66.2495478,interseccion
INTER_785869134,785869134,Intersección 785869134,-17.3868963,-66.2537109,interseccion
INTER_785869143,785869143,Intersección 785869143,-17.3871048,-66.2593383,interseccion
INTER_785869157,785869157,Intersección 785869157,-17.3966735,-66.2665572,interseccion
INTER_785869172,785869172,Intersección 785869172,-17.3806173,-66.258888,interseccion
INTER_785869176,785869176,Intersección 785869176,-17.3894774,-66.2594596,interseccion
INTER_785869183,785869183,Intersección 785869183,-17.3974859,-66.2670511,interseccion
INTER_785869185,785869185,Intersección 785869185,-17.3841853,-66.2631636,interseccion
INTER_785869193,785869193,Intersección 785869193,-17.385052,-66.2598404,interseccion
INTER_785869209,785869209,Intersección 785869209,-17.3883054,-66.2615771,interseccion
INTER_785869213,785869213,Intersección 785869213,-17.3701938,-66.2514279,interseccion
INTER_785869223,785869223,Intersección 785869223,-17.3734633,-66.252094,interseccion
INTER_785869231,785869231,Intersección 785869231,-17.3935446,-66.2663255,interseccion
INTER_785869246,785869246,Intersección 785869246,-17.3971232,-66.2694004,interseccion
INTER_785869252,785869252,Intersección 785869252,-17.3828242,-66.2625211,interseccion
INTER_785869256,785869256,Intersección 785869256,-17.363851,-66.2809052,interseccion
INTER_785869259,785869259,Intersección 785869259,-17.3963346,-66.2663666,interseccion
INTER_785869262,785869262,Intersección 785869262,-17.386717,-66.2613764,interseccion
INTER_785869267,785869267,Intersección 785869267,-17.3971026,-66.2699628,interseccion
INTER_785869272,785869272,Intersección 785869272,-17.3810029,-66.2539008,interseccion
INTER_785869276,785869276,Intersección 785869276,-17.3959263,-66.2665318,interseccion
INTER_785869282,785869282,Intersección 785869282,-17.3827958,-66.2537264,interseccion
INTER_785869298,785869298,Intersección 785869298,-17.385782,-66.2548609,interseccion
INTER_785869304,785869304,Intersección 785869304,-17.392991,-66.2682713,interseccion
INTER_785869309,785869309,Intersección 785869309,-17.3817868,-66.2576056,interseccion
INTER_785869315,785869315,Intersección 785869315,-17.3852028,-66.2592097,interseccion
INTER_785869318,785869318,Intersección 785869318,-17.3876775,-66.259373,interseccion
INTER_785869321,785869321,Intersección 785869321,-17.3893185,-66.2706424,interseccion
INTER_785869324,785869324,Intersección 785869324,-17.3586661,-66.264015,interseccion
INTER_785869328,785869328,Intersección 785869328,-17.3988661,-66.2699439,interseccion
INTER_785869331,785869331,Intersección 785869331,-17.3601158,-66.2545151,interseccion
INTER_785869339,785869339,Intersección 785869339,-17.4034896,-66.2594415,interseccion
INTER_785869344,785869344,Intersección 785869344,-17.3742124,-66.2625997,interseccion
INTER_785869347,785869347,Intersección 785869347,-17.3934083,-66.2650388,interseccion
INTER_785869356,785869356,Intersección 785869356,-17.3853717,-66.2586232,interseccion
INTER_785869363,785869363,Intersección 785869363,-17.3900766,-66.2594973,interseccion
INTER_785869367,785869367,Intersección 785869367,-17.3650181,-66.2631599,interseccion
INTER_785869369,785869369,Intersección 785869369,-17.3960882,-66.2685285,interseccion
INTER_785869376,785869376,Intersección 785869376,-17.3808756,-66.2566129,interseccion
INTER_785869379,785869379,Intersección 785869379,-17.3831601,-66.2596253,interseccion
INTER_785869388,785869388,Intersección 785869388,-17.3855368,-66.2612648,interseccion
INTER_785869401,785869401,Intersección 785869401,-17.3836623,-66.2618637,interseccion
INTER_785869405,785869405,Intersección 785869405,-17.3827525,-66.2550785,interseccion
INTER_785869410,785869410,Intersección 785869410,-17.3952656,-66.2624645,interseccion
INTER_785869413,785869413,Intersección 785869413,-17.4139463,-66.2689335,interseccion
INTER_785869416,785869416,Intersección 785869416,-17.3795736,-66.2607052,interseccion
INTER_785869418,785869418,Intersección 785869418,-17.360129,-66.2533034,interseccion
INTER_785869427,785869427,Intersección 785869427,-17.3882577,-66.2594005,interseccion
INTER_785869430,785869430,Intersección 785869430,-17.3635899,-66.2520712,interseccion
INTER_785869436,785869436,Intersección 785869436,-17.3728815,-66.2545779,interseccion
INTER_785869441,785869441,Intersección 785869441,-17.3705722,-66.2580792,interseccion
INTER_785869447,785869447,Intersección 785869447,-17.3847288,-66.2611523,interseccion
INTER_785869456,785869456,Intersección 785869456,-17.3709503,-66.2544171,interseccion
INTER_785869461,785869461,Intersección 785869461,-17.3827845,-66.2631273,interseccion
INTER_785869468,785869468,Intersección 785869468,-17.3935747,-66.2654998,interseccion
INTER_785869480,785869480,Intersección 785869480,-17.3798189,-66.2542405,interseccion
INTER_785869483,785869483,Intersección 785869483,-17.383742,-66.2607215,interseccion
INTER_785869495,785869495,Intersección 785869495,-17.3901652,-66.257913,interseccion
INTER_785869499,785869499,Intersección 785869499,-17.3817952,-66.2540805,interseccion
INTER_785869503,785869503,Intersección 785869503,-17.3809899,-66.2631087,interseccion
INTER_785869512,785869512,Intersección 785869512,-17.3842908,-66.2607846,interseccion
INTER_785869518,785869518,Intersección 785869518,-17.3856844,-66.2575102,interseccion
INTER_785869561,785869561,Intersección 785869561,-17.381814,-66.261704,interseccion
INTER_785869568,785869568,Intersección 785869568,-17.3818391,-66.2545643,interseccion
INTER_785869579,785869579,Intersección 785869579,-17.3705808,-66.2628765,interseccion
INTER_785869585,785869585,Intersección 785869585,-17.3936986,-66.2665015,interseccion
INTER_785869594,785869594,Intersección 785869594,-17.3856127,-66.2639084,interseccion
INTER_785869648,785869648,Intersección 785869648,-17.393407,-66.2585869,interseccion
INTER_785869654,785869654,Intersección 785869654,-17.3901261,-66.2584837,interseccion
INTER_785869660,785869660,Intersección 785869660,-17.3826495,-66.2558859,interseccion
INTER_785869664,785869664,Intersección 785869664,-17.3975864,-66.2619745,interseccion
INTER_785869672,785869672,Intersección 785869672,-17.3838224,-66.2597033,interseccion
INTER_785869692,785869692,Intersección 785869692,-17.3781647,-66.251758,interseccion
INTER_785869700,785869700,Intersección 785869700,-17.390956,-66.2503756,interseccion
INTER_785869703,785869703,Intersección 785869703,-17.3783552,-66.2542842,interseccion
INTER_785869710,785869710,Intersección 785869710,-17.3965851,-66.2694146,interseccion
INTER_785869716,785869716,Intersección 785869716,-17.3822811,-66.2605902,interseccion
INTER_785869719,785869719,Intersección 785869719,-17.3881004,-66.2488421,interseccion
INTER_785869728,785869728,Intersección 785869728,-17.3810253,-66.2616895,interseccion
INTER_785869730,785869730,Intersección 785869730,-17.3859533,-66.2592635,interseccion
INTER_786662014,786662014,Intersección 786662014,-17.363075,-66.244063,interseccion
INTER_786662019,786662019,Intersección 786662019,-17.4187171,-66.2873705,interseccion
INTER_786662020,786662020,Intersección 786662020,-17.3913518,-66.2517349,interseccion
INTER_786662022,786662022,Intersección 786662022,-17.4091738,-66.2624728,interseccion
INTER_786662024,786662024,Intersección 786662024,-17.3689855,-66.2466584,interseccion
INTER_786662025,786662025,Intersección 786662025,-17.3935343,-66.2530475,interseccion
INTER_786662034,786662034,Intersección 786662034,-17.3927446,-66.2574834,interseccion
INTER_786662036,786662036,Intersección 786662036,-17.3871223,-66.2528188,interseccion
INTER_786662039,786662039,Intersección 786662039,-17.3977978,-66.2489153,interseccion
INTER_786662043,786662043,Intersección 786662043,-17.3922764,-66.2532739,interseccion
INTER_786662046,786662046,Intersección 786662046,-17.3985598,-66.2546424,interseccion
INTER_786662048,786662048,Intersección 786662048,-17.389507,-66.2507599,interseccion
INTER_786662049,786662049,Intersección 786662049,-17.4090384,-66.26571,interseccion
INTER_786662052,786662052,Intersección 786662052,-17.3935199,-66.2489114,interseccion
INTER_786662056,786662056,Intersección 786662056,-17.4065066,-66.2552255,interseccion
INTER_786662057,786662057,Intersección 786662057,-17.393422,-66.2530405,interseccion
INTER_786662060,786662060,Intersección 786662060,-17.4074375,-66.2639022,interseccion
INTER_786662069,786662069,Intersección 786662069,-17.3889589,-66.2507334,interseccion
INTER_786662071,786662071,Intersección 786662071,-17.3917855,-66.2560565,interseccion
INTER_786662076,786662076,Intersección 786662076,-17.3977339,-66.2492397,interseccion
INTER_786662079,786662079,Intersección 786662079,-17.3916521,-66.2548029,interseccion
INTER_786662083,786662083,Intersección 786662083,-17.4029225,-66.2475621,interseccion
INTER_786662084,786662084,Intersección 786662084,-17.3531848,-66.249573,interseccion
INTER_786662086,786662086,Intersección 786662086,-17.3912553,-66.2506459,interseccion
INTER_786662089,786662089,Intersección 786662089,-17.409048,-66.266288,interseccion
INTER_786662092,786662092,Intersección 786662092,-17.4028792,-66.2564889,interseccion
INTER_786662101,786662101,Intersección 786662101,-17.4090701,-66.2651842,interseccion
INTER_786662105,786662105,Intersección 786662105,-17.3853523,-66.2536674,interseccion
INTER_786662109,786662109,Intersección 786662109,-17.4129335,-66.2665215,interseccion
INTER_786662111,786662111,Intersección 786662111,-17.3882963,-66.2565731,interseccion
INTER_786662114,786662114,Intersección 786662114,-17.3966187,-66.2478841,interseccion
INTER_786662117,786662117,Intersección 786662117,-17.3935055,-66.2542797,interseccion
INTER_786662118,786662118,Intersección 786662118,-17.4079425,-66.2631945,interseccion
INTER_786662121,786662121,Intersección 786662121,-17.3769453,-66.2386152,interseccion
INTER_786662134,786662134,Intersección 786662134,-17.3974891,-66.2490531,interseccion
INTER_786662149,786662149,Intersección 786662149,-17.3935246,-66.2488431,interseccion
INTER_786662151,786662151,Intersección 786662151,-17.3894006,-66.2518195,interseccion
INTER_786662154,786662154,Intersección 786662154,-17.3688475,-66.2463504,interseccion
INTER_786662155,786662155,Intersección 786662155,-17.3929418,-66.2549131,interseccion
INTER_786662159,786662159,Intersección 786662159,-17.3884151,-66.2498877,interseccion
INTER_786662164,786662164,Intersección 786662164,-17.3634795,-66.2495455,interseccion
INTER_786662167,786662167,Intersección 786662167,-17.3971306,-66.2479578,interseccion
INTER_786662176,786662176,Intersección 786662176,-17.3958175,-66.2487787,interseccion
INTER_786662179,786662179,Intersección 786662179,-17.3735975,-66.2462686,interseccion
INTER_786662184,786662184,Intersección 786662184,-17.3986061,-66.2564625,interseccion
INTER_786662187,786662187,Intersección 786662187,-17.3737521,-66.2443,interseccion
INTER_786662202,786662202,Intersección 786662202,-17.3919684,-66.2579447,interseccion
INTER_786662203,786662203,Intersección 786662203,-17.3529206,-66.2446445,interseccion
INTER_786662206,786662206,Intersección 786662206,-17.3670348,-66.2473559,interseccion
INTER_786662211,786662211,Intersección 786662211,-17.3889739,-66.2499654,interseccion
INTER_786662213,786662213,Intersección 786662213,-17.3593421,-66.2498297,interseccion
INTER_786662219,786662219,Intersección 786662219,-17.3818493,-66.2381874,interseccion
INTER_786662220,786662220,Intersección 786662220,-17.3933794,-66.2549521,interseccion
INTER_786662223,786662223,Intersección 786662223,-17.3874124,-66.2524302,interseccion
INTER_786662224,786662224,Intersección 786662224,-17.4012958,-66.2475111,interseccion
INTER_786662226,786662226,Intersección 786662226,-17.3533128,-66.2478239,interseccion
INTER_786662227,786662227,Intersección 786662227,-17.3969376,-66.2528721,interseccion
INTER_786662232,786662232,Intersección 786662232,-17.369524,-66.2367698,interseccion
INTER_786662233,786662233,Intersección 786662233,-17.3914565,-66.2528628,interseccion
INTER_786662240,786662240,Intersección 786662240,-17.4081399,-66.2652061,interseccion
INTER_786662243,786662243,Intersección 786662243,-17.3986785,-66.2491296,interseccion
INTER_786662254,786662254,Intersección 786662254,-17.3964675,-66.2487616,interseccion
INTER_786662257,786662257,Intersección 786662257,-17.3934866,-66.2549662,interseccion
INTER_786662258,786662258,Intersección 786662258,-17.4013269,-66.2438573,interseccion
INTER_786662265,786662265,Intersección 786662265,-17.3927308,-66.2579622,interseccion
INTER_786662269,786662269,Intersección 786662269,-17.3853563,-66.2528228,interseccion
INTER_786662272,786662272,Intersección 786662272,-17.3756766,-66.2383412,interseccion
INTER_786662274,786662274,Intersección 786662274,-17.3924299,-66.2548674,interseccion
INTER_786662279,786662279,Intersección 786662279,-17.398547,-66.2553376,interseccion
INTER_786662282,786662282,Intersección 786662282,-17.3893145,-66.2526184,interseccion
INTER_786662289,786662289,Intersección 786662289,-17.391148,-66.2490246,interseccion
INTER_786662290,786662290,Intersección 786662290,-17.4029868,-66.2551997,interseccion
INTER_786662292,786662292,Intersección 786662292,-17.4091995,-66.2638625,interseccion
INTER_786662297,786662297,Intersección 786662297,-17.3672892,-66.2461798,interseccion
INTER_786662302,786662302,Intersección 786662302,-17.39866,-66.2497539,interseccion
INTER_786662305,786662305,Intersección 786662305,-17.4027851,-66.2536882,interseccion
INTER_786662313,786662313,Intersección 786662313,-17.3625323,-66.246264,interseccion
INTER_786662324,786662324,Intersección 786662324,-17.3957688,-66.2529326,interseccion
INTER_786662327,786662327,Intersección 786662327,-17.3934505,-66.2510789,interseccion
INTER_786662335,786662335,Intersección 786662335,-17.3969972,-66.2487732,interseccion
INTER_786662337,786662337,Intersección 786662337,-17.3887984,-66.2525654,interseccion
INTER_786662346,786662346,Intersección 786662346,-17.4032054,-66.259451,interseccion
INTER_786662353,786662353,Intersección 786662353,-17.3929314,-66.2525383,interseccion
INTER_786662354,786662354,Intersección 786662354,-17.4026033,-66.2443566,interseccion
INTER_786662359,786662359,Intersección 786662359,-17.3763871,-66.2463002,interseccion
INTER_786662360,786662360,Intersección 786662360,-17.3489936,-66.2496154,interseccion
INTER_786662363,786662363,Intersección 786662363,-17.3933159,-66.257985,interseccion
INTER_786662368,786662368,Intersección 786662368,-17.3976422,-66.2481432,interseccion
INTER_786662382,786662382,Intersección 786662382,-17.3969575,-66.2504502,interseccion
INTER_786662384,786662384,Intersección 786662384,-17.3911412,-66.2489296,interseccion
INTER_786662388,786662388,Intersección 786662388,-17.4091942,-66.2631612,interseccion
INTER_786662396,786662396,Intersección 786662396,-17.3883735,-66.25071,interseccion
INTER_786662401,786662401,Intersección 786662401,-17.3571122,-66.2452276,interseccion
INTER_786837424,786837424,Intersección 786837424,-17.3936354,-66.2488419,interseccion
INTER_792630210,792630210,Intersección 792630210,-17.3666862,-66.2364547,interseccion
INTER_792630212,792630212,Intersección 792630212,-17.3878095,-66.2470421,interseccion
INTER_792630216,792630216,Intersección 792630216,-17.3858548,-66.2413081,interseccion
INTER_792630217,792630217,Intersección 792630217,-17.3906728,-66.2408922,interseccion
INTER_792630219,792630219,Intersección 792630219,-17.3880047,-66.244474,interseccion
INTER_792630221,792630221,Intersección 792630221,-17.3815255,-66.2400062,interseccion
INTER_792630223,792630223,Intersección 792630223,-17.3656045,-66.233169,interseccion
INTER_792630231,792630231,Intersección 792630231,-17.3705184,-66.2351601,interseccion
INTER_792630233,792630233,Intersección 792630233,-17.3908426,-66.2398993,interseccion
INTER_792630237,792630237,Intersección 792630237,-17.3710131,-66.235795,interseccion
INTER_792630238,792630238,Intersección 792630238,-17.3893255,-66.241972,interseccion
INTER_792630245,792630245,Intersección 792630245,-17.3690595,-66.2332134,interseccion
INTER_792630249,792630249,Intersección 792630249,-17.3705791,-66.2346039,interseccion
INTER_792630251,792630251,Intersección 792630251,-17.3852828,-66.2413978,interseccion
INTER_792630252,792630252,Intersección 792630252,-17.3695859,-66.2334143,interseccion
INTER_792630254,792630254,Intersección 792630254,-17.3626669,-66.2360248,interseccion
INTER_792630256,792630256,Intersección 792630256,-17.3655565,-66.2337176,interseccion
INTER_792630263,792630263,Intersección 792630263,-17.3882808,-66.2423539,interseccion
INTER_792630265,792630265,Intersección 792630265,-17.3649568,-66.2342428,interseccion
INTER_792630268,792630268,Intersección 792630268,-17.3675485,-66.2333559,interseccion
INTER_792630293,792630293,Intersección 792630293,-17.3644272,-66.2342025,interseccion
INTER_792630295,792630295,Intersección 792630295,-17.3698621,-66.2362147,interseccion
INTER_792630298,792630298,Intersección 792630298,-17.3836056,-66.2387634,interseccion
INTER_792630302,792630302,Intersección 792630302,-17.3700339,-66.2345227,interseccion
INTER_792630304,792630304,Intersección 792630304,-17.3699856,-66.2350934,interseccion
INTER_792630307,792630307,Intersección 792630307,-17.3875087,-66.2410527,interseccion
INTER_792630311,792630311,Intersección 792630311,-17.365592,-66.2363463,interseccion
INTER_792630316,792630316,Intersección 792630316,-17.363859,-66.2341559,interseccion
INTER_792630317,792630317,Intersección 792630317,-17.3633221,-66.2341106,interseccion
INTER_792630321,792630321,Intersección 792630321,-17.370608,-66.236907,interseccion
INTER_792630324,792630324,Intersección 792630324,-17.3867347,-66.2426776,interseccion
INTER_792630325,792630325,Intersección 792630325,-17.3811912,-66.2420282,interseccion
INTER_792630327,792630327,Intersección 792630327,-17.3689455,-66.234408,interseccion
INTER_792630329,792630329,Intersección 792630329,-17.3698009,-66.2368082,interseccion
INTER_792630334,792630334,Intersección 792630334,-17.3884443,-66.2405537,interseccion
INTER_792630343,792630343,Intersección 792630343,-17.3687837,-66.2360832,interseccion
INTER_792630346,792630346,Intersección 792630346,-17.3838532,-66.2402075,interseccion
INTER_792630350,792630350,Intersección 792630350,-17.3669152,-66.2342544,interseccion
INTER_792630351,792630351,Intersección 792630351,-17.3820841,-66.2358742,interseccion
INTER_792630355,792630355,Intersección 792630355,-17.3884195,-66.2469984,interseccion
INTER_792630357,792630357,Intersección 792630357,-17.3660281,-66.2343449,interseccion
INTER_792630362,792630362,Intersección 792630362,-17.3644858,-66.2332201,interseccion
INTER_792630365,792630365,Intersección 792630365,-17.3906422,-66.2435435,interseccion
INTER_792630370,792630370,Intersección 792630370,-17.3899102,-66.2399121,interseccion
INTER_792630373,792630373,Intersección 792630373,-17.3890812,-66.2444873,interseccion
INTER_792630375,792630375,Intersección 792630375,-17.3902123,-66.2385115,interseccion
INTER_792630377,792630377,Intersección 792630377,-17.3634464,-66.2325252,interseccion
INTER_792630380,792630380,Intersección 792630380,-17.3908022,-66.2420988,interseccion
INTER_792630384,792630384,Intersección 792630384,-17.3687256,-66.2366849,interseccion
INTER_792630387,792630387,Intersección 792630387,-17.3882397,-66.2427269,interseccion
INTER_792630389,792630389,Intersección 792630389,-17.3693604,-66.23559,interseccion
INTER_792630392,792630392,Intersección 792630392,-17.3669573,-66.2338504,interseccion
INTER_792630394,792630394,Intersección 792630394,-17.3674596,-66.2342502,interseccion
INTER_792630396,792630396,Intersección 792630396,-17.3628028,-66.2340541,interseccion
INTER_792630399,792630399,Intersección 792630399,-17.3861026,-66.2427235,interseccion
INTER_792630403,792630403,Intersección 792630403,-17.3896814,-66.2407324,interseccion
INTER_792630413,792630413,Intersección 792630413,-17.3645374,-66.2326102,interseccion
INTER_792630417,792630417,Intersección 792630417,-17.3678618,-66.2342909,interseccion
INTER_792630420,792630420,Intersección 792630420,-17.3833752,-66.2363097,interseccion
INTER_792630422,792630422,Intersección 792630422,-17.3633986,-66.2331857,interseccion
INTER_792630425,792630425,Intersección 792630425,-17.3676213,-66.2365626,interseccion
INTER_792630427,792630427,Intersección 792630427,-17.3688364,-66.2355378,interseccion
INTER_792630428,792630428,Intersección 792630428,-17.388383,-66.2414686,interseccion
INTER_792630430,792630430,Intersección 792630430,-17.3655737,-66.2357756,interseccion
INTER_792630432,792630432,Intersección 792630432,-17.3906482,-66.2420911,interseccion
INTER_792630433,792630433,Intersección 792630433,-17.3883428,-66.2405423,interseccion
INTER_792630435,792630435,Intersección 792630435,-17.3876112,-66.2404633,interseccion
INTER_792630436,792630436,Intersección 792630436,-17.3628664,-66.2331323,interseccion
INTER_792630437,792630437,Intersección 792630437,-17.3893432,-66.2427495,interseccion
INTER_792630438,792630438,Intersección 792630438,-17.3706359,-66.2340325,interseccion
INTER_792630440,792630440,Intersección 792630440,-17.3886301,-66.2398541,interseccion
INTER_792630441,792630441,Intersección 792630441,-17.3661004,-66.2352301,interseccion
INTER_792630442,792630442,Intersección 792630442,-17.3694758,-66.2344674,interseccion
